Miner	Venue	URLs on racial discrimination
RA00297726	R7	https://esportes.r7.com/fora-de-jogo/fotos/atleta-britanica-acusa-policiais-de-racismo-apos-abordagem-truculenta-07072020#!/foto/1
RA00297746	G1	https://g1.globo.com/go/goias/noticia/estudantes-de-agronomia-da-ufg-denunciam-casos-de-homofobia-assedio-e-racismo-praticados-por-colegas.ghtml
RA00297726	Folha de Pernambuco	
RA00297746	G1	https://g1.globo.com/pe/pernambuco/noticia/2019/09/18/chamou-de-macaco-aposentado-denuncia-caso-de-racismo-em-posto-de-combustivel-no-recife.ghtml
RA00275004	UOL	https://noticias.uol.com.br/cotidiano/ultimas-noticias/2021/02/10/crianca-de-12-anos-e-constrangida-em-loja-ao-pedir-material-escolar.htm
RA00297746	G1	https://g1.globo.com/al/alagoas/noticia/2020/11/22/manifestacao-contra-o-racismo-e-realizada-em-maceio.ghtml
RA00297746	G1	https://g1.globo.com/sp/sao-paulo/noticia/2019/12/28/jovem-diz-ter-sido-acusado-de-trafico-de-drogas-por-seguranca-em-balada-de-sp-caso-e-registrado-como-racismo.ghtml
RA00297746	G1	http://g1.globo.com/fantastico/noticia/2015/11/refugiados-relatam-casos-de-exploracao-no-trabalho-racismo-e-xenofobia-no-brasil.html
RA00297746	G1	https://g1.globo.com/ba/bahia/noticia/2020/07/14/pesquisa-analisa-racismo-em-acoes-policiais-em-5-estados-e-bahia-e-o-2o-com-mais-mortes-em-operacoes-feminicidios-e-chacinas.ghtml
RA00297746	G1	https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2021/03/03/mulher-impediu-tecnico-de-enfermagem-negro-de-vacinar-mae-dela-em-taquaritinga-diz-prefeitura.ghtml
RA00297726	Lance	https://www.lance.com.br/futebol-internacional/torcedor-west-ham-banido-dos-estadios-por-insultos-racistas-contra-mohamed-salah.html
RA00297746	G1	https://g1.globo.com/jornal-nacional/noticia/2020/08/07/jovem-negro-e-agredido-e-ameacado-em-shopping-no-rio-ao-tentar-trocar-relogio.ghtml
RA00297746	G1	https://g1.globo.com/df/distrito-federal/noticia/2019/11/11/racismo-homotransfobico-diz-policia-sobre-caso-de-jovem-que-levou-17-facadas-no-df.ghtml
RA00297746	G1	https://g1.globo.com/pop-arte/noticia/2020/06/04/gabrielle-union-entra-com-queixa-de-discriminacao-racial-contra-emissora-de-americas-got-talent.ghtml
RA00297746	G1	http://g1.globo.com/pi/piaui/noticia/2014/03/delegacia-registra-aumento-nos-casos-de-racismo-registrados-em-teresina.html
RA00297746	G1	http://g1.globo.com/bom-dia-brasil/noticia/2014/05/brasileiros-lamentam-dificuldade-para-registrar-casos-de-racismo.html
RA00297726	UOL	https://www.uol.com.br/esporte/colunas/olhar-olimpico/2020/11/26/atleta-que-denunciou-racismo-foi-criticada-por-nao-ser-preta-o-suficiente.htm
RA00275004	UOL	https://www.uol.com.br/esporte/futebol/ultimas-noticias/2021/02/23/palmeiras-racismo-uniforme-novo.htm
RA00297746	G1	http://g1.globo.com/pi/piaui/noticia/2016/07/delegacia-do-piaui-ja-registrou-128-casos-de-incitacao-ao-odio-e-racismo.html
RA00297726	UOL	https://www.uol.com.br/esporte/reportagens-especiais/futebol-no-brasil-e-moldado-em-racismo-estrutural/#cover
RA00297726	SportBuzz	https://sportbuzz.uol.com.br/noticias/futebol/campeao-brasileiro-pelo-corinthians-diz-que-racismo-no-brasil-e-maior-do-que-na-europa-aqui-ha-um-preconceito-racial-fingido.phtml
RA00297746	G1	https://g1.globo.com/sp/sao-paulo/noticia/2021/01/26/produtora-de-moda-negra-diz-ter-sido-vitima-de-racismo-em-loja-do-shopping-iguatemi-em-sp.ghtml
RA00275004	JovemPan	https://jovempan.com.br/esportes/futebol/michel-bastos-ex-selecao-brasileira-relata-caso-de-racismo-em-supermercado-assista.html
RA00275004	OlharDigital	https://olhardigital.com.br/2021/02/09/noticias/nubank-abre-programa-de-recrutamento-para-negros/
RA00297746	G1	https://g1.globo.com/mg/triangulo-mineiro/noticia/2020/12/21/motorista-de-aplicativo-alega-ter-sido-vitima-de-racismo-por-parte-de-professor-em-uberlandia-veja-video.ghtml
RA00297746	G1	http://g1.globo.com/rs/rio-grande-do-sul/noticia/2014/08/outros-casos-de-racismo-no-futebol-gaucho-em-2014-ficaram-impunes.html
RA00297726	R7	https://noticias.r7.com/internacional/marielle-virou-simbolo-global-da-luta-anti-racista-diz-washington-post-20032018
RA00275004	ProjetoColabora	https://projetocolabora.com.br/ods3/pandemia-foi-sinonimo-de-abandono-e-racismo-para-quilombolas/
RA00275004	Omelete	https://www.omelete.com.br/dc-comics/liga-da-justica-ray-fisher-ciborgue-racismo-bastidores-warner
RA00297726	Extra	https://extra.globo.com/noticias/extra-extra/vereadora-marielle-franco-denuncia-racismo-no-aeroporto-de-brasilia-20917435.html
RA00275004	Nexo	https://www.nexojornal.com.br/expresso/2020/11/21/Por-que-o-mito-de-que-n%C3%A3o-existe-racismo-no-Brasil-persiste
RA00297726	UOL	https://noticias.uol.com.br/colunas/chico-alves/2020/08/07/deputadas-do-psol-do-rj-denunciam-deputado-do-novo-por-associa-las-ao-crime.htm
RA00297726	UOL	https://www.uol.com.br/ecoa/ultimas-noticias/2020/06/27/como-a-imprensa-negra-brasileira-atua-desde-1833-na-luta-antirracista.htm
RA00275004	ElPais	https://brasil.elpais.com/brasil/2020-11-19/o-brasil-e-mais-racista-que-os-estados-unidos.html
RA00297726	Época	https://epoca.globo.com/mundo/coronavirus-impulsiona-racismo-contra-negros-na-china-24387010
RA00297726	globoesporte	https://globoesporte.globo.com/pe/futebol/noticia/relatorio-mostra-aumento-de-52percent-nos-casos-de-racismo-no-futebol-brasileiro-mas-so-10percent-sao-punidos.ghtml
RA00275004	G1	https://g1.globo.com/politica/noticia/2020/11/22/racismo-como-a-educacao-brasileira-reforca-o-preconceito-e-apaga-os-herois-negros-da-historia-do-brasil.ghtml
RA00297726	GauchaZH	https://gauchazh.clicrbs.com.br/donna/gente/noticia/2019/06/naomi-campbell-revela-que-teve-campanha-recusada-na-asia-por-ser-negra-cjxdcfjlu02ww01o9gj0kzfgl.html
RA00297726	globoesporte	https://globoesporte.globo.com/futebol-americano/noticia/na-luta-contra-racismo-times-da-nfl-e-mlb-retiram-homenagens-a-antigos-donos-preconceituosos.ghtml
RA00297726	globoesporte	https://globoesporte.globo.com/olympicchannel/noticia/contra-o-racismo-olimpiadas-de-1968-foram-palco-de-gesto-historico.ghtml
RA00297726	Folha	https://www1.folha.uol.com.br/mundo/2020/08/policia-atira-em-homem-negro-pelas-costas-no-wisconsin-e-multidao-protesta.shtml
RA00275004	ElPais	https://brasil.elpais.com/brasil/2020-11-23/para-90-dos-brasileiros-existe-racismo-no-pais-e-527-ve-impulso-racista-no-assassinato-de-joao-alberto-diz-atlas-politico.html
RA00275004	Veja	https://saude.abril.com.br/blog/saude-negritude-atitude/a-negacao-do-racismo-no-brasil/
RA00275004	BBC	https://www.bbc.com/portuguese/salasocial-54892332
RA00275004	NEXO	https://www.nexojornal.com.br/ensaio/2020/O-racismo-de-Jair-Bolsonaro-origens-e-consequ%C3%AAncias
RA00275004	Observatorio3Setor	https://observatorio3setor.org.br/noticias/padres-sofrem-racismo-de-fieis-no-brasil-por-serem-negros/
RA00297726	Jornal O Globo	https://oglobo.globo.com/economia/facebook-acusado-de-preconceito-racial-na-hora-de-contratar-promover-1-24913752
RA00297726	Jornal O Globo	https://oglobo.globo.com/celina/onu-algoritmos-racistas-aumentam-discriminacao-racial-por-servicos-de-seguranca-24768880
RA00297726	Jornal O Globo	https://oglobo.globo.com/economia/carrefour-cria-comite-para-orientar-politica-de-tolerancia-zero-discriminacao-racial-24765565
RA00297726	Hypeness	https://www.hypeness.com.br/2020/09/racismo-algoritmico-o-que-e-e-quais-sao-os-impactos-da-discriminacao-racial-na-tecnologia/
RA00297726	Jornal O Globo	https://oglobo.globo.com/esportes/discriminacao-racial-por-orientacao-sexual-cresceram-42-no-futebol-ingles-diz-relatorio-24621714
RA00297726	UOL	https://www.uol.com.br/universa/noticias/redacao/2020/12/11/acao-contra-fleury-por-discriminacao-racial-e-racismo-institucional.htm
RA00297726	Veja	https://veja.abril.com.br/brasil/pesquisa-exclusiva-61-dos-brasileiros-acham-que-o-pais-e-racista/
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/mundo/2020/11/onu-diz-que-vies-racista-em-algoritmos-pode-reforcar-discriminacao.shtml
RA00297726	Deutsche Walle	https://www.dw.com/pt-br/racismo-em-ascens%C3%A3o-na-alemanha/a-53750065
RA00297726	Veja	https://veja.abril.com.br/blog/jose-vicente/nubank-racismo-por-displicencia/
RA00297726	UOL	https://economia.uol.com.br/noticias/redacao/2020/07/09/bradesco-deve-indenizar-cliente-por-discriminacao-racial-decide-tj-sp.htm
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/cotidiano/2020/08/racismo-e-descaso-afetam-saude-mental-de-pessoas-negras.shtml
RA00297726	Brasil de Fato	https://www.brasildefato.com.br/2020/05/18/mcdonald-s-e-alvo-de-denuncias-de-assedio-sexual-e-discriminacao-racial-na-ocde
RA00297726	Brasil de fato	https://www.brasildefato.com.br/2020/09/25/em-dez-anos-nenhum-juiz-foi-punido-por-racismo-em-processos-abertos-no-cnj
RA00297726	El País	https://brasil.elpais.com/opiniao/2020-11-20/exterminio-de-negros-o-empreendimento-mais-bem-sucedido-do-brasil.html
RA00297726	NEXO	https://www.nexojornal.com.br/expresso/2020/12/18/Um-ato-interreligioso-contra-o-racismo-no-Brasil
RA00297726	Público	https://www.publico.pt/2020/09/01/sociedade/noticia/queixas-discriminacao-racial-duplicam-1929952
RA00297726	Metrópoles	https://www.metropoles.com/entretenimento/televisao/dear-white-people-ator-deixa-a-serie-apos-sofrer-discriminacao-racial
RA00297726	Jornal O Globo	https://oglobo.globo.com/economia/denuncias-de-discriminacao-racial-no-trabalho-crescem-30-em-quatro-anos-23538353
RA00297726	BBC	https://www.bbc.com/portuguese/internacional-53367241
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/mercado/2020/11/indice-busca-medir-diversidade-racial-nas-empresas.shtml
RA00297726	G1	https://g1.globo.com/ro/rondonia/noticia/2020/11/20/650-crimes-de-racismo-e-discriminacao-sao-denunciados-a-policia-de-ro-em-quase-cinco-anos.ghtml
RA00297746	G1	https://g1.globo.com/pa/para/noticia/2020/12/10/especialista-fala-sobre-crimes-de-racismo-e-injuria-racial-e-explica-como-vitimas-podem-fazer-denuncias.ghtml
RA00297726	Estado de Minas	https://www.em.com.br/app/noticia/gerais/2019/12/05/interna_gerais,1106151/mulher-e-presa-por-discriminacao-racial-contra-taxista-em-bh-nao-gos.shtml
RA00297726	El País	https://brasil.elpais.com/brasil/2020-07-21/brasil-criou-1-lei-antirracismo-apos-hotel-em-sp-negar-hospedagem-a-dancarina-negra-americana.html
RA00297746	G1	http://g1.globo.com/sp/sao-carlos-regiao/noticia/2014/10/araraquara-sp-registra-em-media-tres-casos-de-racismo-por-semana.html
RA00297746	G1	http://g1.globo.com/sp/piracicaba-regiao/noticia/2014/07/conselho-registra-8-casos-de-racismo-em-1-ano-de-atividades-em-piracicaba.html
RA00297746	G1	http://g1.globo.com/distrito-federal/noticia/2013/03/governo-no-df-cria-disque-denuncia-para-casos-de-racismo.html
RA00297746	G1	http://g1.globo.com/bahia/carnaval/2013/noticia/2013/02/folioes-registraram-402-casos-de-racismo-no-carnaval-de-salvador.html
RA00297746	G1	http://g1.globo.com/pr/parana/noticia/2015/09/mp-pr-registra-151-casos-de-injuria-e-racismo-de-janeiro-agosto-deste-ano.html
RA00297746	G1	https://g1.globo.com/sp/sao-paulo/noticia/2020/12/10/frase-busque-racismo-estrutural-e-pintada-na-avenida-faria-lima-no-dia-internacional-dos-direitos-humanos.ghtml
RA00297746	G1	https://g1.globo.com/sp/sao-paulo/noticia/2020/12/24/coronel-negro-reformula-manual-da-pm-de-sp-para-combater-racismo-nao-sera-tolerado.ghtml
RA00297746	G1	https://g1.globo.com/sp/sao-paulo/noticia/2019/04/02/mp-abre-inquerito-para-investigar-caso-de-racismo-em-loja-do-mcdonalds-na-zona-sul-de-sp.ghtml
RA00297746	G1	http://g1.globo.com/mundo/noticia/2013/01/platini-discorda-de-blatter-sobre-atitude-a-tomar-em-casos-de-racismo.html
RA00297746	G1	https://g1.globo.com/economia/tecnologia/noticia/instagram-e-snapchat-suspendem-uso-de-gifs-apos-caso-de-racismo.ghtml
RA00297726	IstoÉ	https://istoe.com.br/livros-do-dr-seuss-sao-suspensos-por-desenhos-racistas/
RA00297726	Globo	https://revistacrescer.globo.com/Educacao-Comportamento/noticia/2021/02/editora-retira-livro-infantil-do-mercado-apos-denuncia-de-conteudo-racista.html
RA00297726	OGlobo	https://oglobo.globo.com/celina/como-combater-racismo-nas-escolas-brasileiras-educadores-familiares-dizem-que-deve-ser-feito-24440998
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/educacao/2020/11/pais-relatam-discriminacao-e-exclusao-de-alunos-negros-em-escolas-privadas.shtml
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/educacao/2020/11/apenas-1-em-cada-10-alunos-de-escolas-privadas-de-sao-paulo-e-negro.shtml
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/cotidiano/2020/09/1-em-cada-10-escolas-privadas-de-sp-nao-tem-nenhum-professor-negro.shtml
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/mundo/2020/10/universidades-e-escolas-de-lisboa-amanhecem-com-pichacoes-racistas-contra-brasileiros.shtml
RA00297726	El País	https://brasil.elpais.com/brasil/2020-06-22/escolas-privadas-de-sao-paulo-silenciam-quando-o-assunto-sao-alunos-e-professores-negros.html
RA00297726	Marie Claire	https://revistamarieclaire.globo.com/Comportamento/noticia/2020/08/preto-nao-presta-episodio-de-racismo-em-escola-particular-levanta-discussao-sobre-ensino-antirracista.html
RA00297726	Estadão	https://emais.estadao.com.br/blogs/kids/na-escola-dos-meus-filhos-nao-tem-negro-nas-salas-de-aula/
RA00297726	Brasil de fato	https://www.brasildefato.com.br/2020/08/19/racismo-entre-alunos-veja-a-responsabilidade-que-cabe-a-escola
RA00297726	Diário de canoas	https://www.diariodecanoas.com.br/noticias/regiao/2020/11/23/escola-de-canela-realiza-atividade-com-blackface-e-e-acusada-de-racismo.html
RA00297726	UOL	https://noticias.uol.com.br/internacional/ultimas-noticias/2021/01/27/advogado-chama-de-temperamental-garota-que-processou-escola-por-racismo.htm
RA00297726	Estadão	https://emais.estadao.com.br/blogs/bruna-ribeiro/racismo-e-um-das-causas-da-evasao-escolar/
RA00297726	CartaCapital	https://www.cartacapital.com.br/opiniao/racismo-impede-que-criancas-e-jovens-negros-concluam-os-estudos/
RA00297726	BBC Brasil	https://www.bbc.com/portuguese/geral-55239798
RA00297726	Brasil de Fato	https://www.brasildefato.com.br/2020/10/13/sp-cinco-candidatos-nao-citam-negros-no-plano-de-governo-e-ignoram-o-racismo
RA00297726	OGlobo	https://oglobo.globo.com/rio/bairros/professor-chamado-de-gorila-por-aluno-vai-liderar-grupo-para-debater-racismo-em-escola-de-niteroi-24532409
RA00297726	UOL	https://educacao.uol.com.br/noticias/2020/08/25/pais-e-maes-pressionam-colegios-de-elite-em-sp-por-medidas-antirracistas.htm
RA00297746	G1	https://g1.globo.com/pb/paraiba/noticia/2021/01/06/lei-preve-multa-para-torcedores-e-clubes-por-atos-de-racismo-ou-lgbtfobia-na-paraiba.ghtml
RA00297746	G1	https://g1.globo.com/mg/minas-gerais/noticia/2020/11/20/apoio-juridico-psicologico-e-educacional-conheca-projetos-que-combatem-o-racismo-em-minas.ghtml
RA00297746	G1	https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/11/18/zona-norte-do-rio-tem-maior-numero-de-registros-de-crime-de-racismo-aponta-dossie-do-isp.ghtml
RA00297746	G1	https://g1.globo.com/ba/bahia/noticia/2019/01/09/professora-baiana-que-acusa-policia-da-espanha-de-racismo-por-ser-barrada-no-pais-denuncia-caso-no-ministerio-das-relacoes-exteriores.ghtml
RA00297746	G1	https://g1.globo.com/distrito-federal/noticia/policia-civil-investiga-suposto-caso-de-racismo-em-festa-na-orla-do-lago-paranoa.ghtml
RA00297726	Folha de São Paulo	https://www1.folha.uol.com.br/educacao/2020/06/negros-sao-717-dos-jovens-que-abandonam-a-escola-no-brasil.shtml
RA00297746	G1	https://g1.globo.com/sc/santa-catarina/noticia/2020/11/20/apos-ameacas-contra-vereadora-moradores-de-joinville-realizam-ato-contra-racismo.ghtml
RA00297726	Senac SP	http://setor3.com.br/pesquisa-85-concorda-que-racismo-prejudica-o-desenvolvimento-da-cidade-de-sp/
RA00297726	UOL	https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/11/24/pais-de-menina-negra-registram-bo-apos-filha-ser-tampada-em-foto-da-escola.htm
RA00297726	Expresso	https://expresso.pt/internacional/2020-09-22-Um-terco-das-criancas-denuncia-racismo-nas-escolas-do-Reino-Unido
RA00297726	G1	https://g1.globo.com/df/distrito-federal/noticia/2020/08/21/estudantes-pedem-demis
